"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"030028","Federación","0.51  -  0.99  personas por cuarto",3009,104
"030028","Federación","1.00  -  1.49  personas por cuarto",4825,392
"030028","Federación","1.50  -  1.99  personas por cuarto",1688,128
"030028","Federación","2.00  -  3.00  personas por cuarto",2427,208
"030028","Federación","Más de  3.00 personas por cuarto",503,35
"030028","Federación","Total",15795,1052
"030035","Federal","Hasta   0.50 personas por cuarto",1228,36
"030035","Federal","0.51  -  0.99  personas por cuarto",965,44
"030035","Federal","1.00  -  1.49  personas por cuarto",1635,55
"030035","Federal","1.50  -  1.99  personas por cuarto",572,16
"030035","Federal","2.00  -  3.00  personas por cuarto",720,9
"030035","Federal","Más de  3.00 personas por cuarto",168,1
"030035","Federal","Total",5288,161
"030042","Feliciano","Hasta   0.50 personas por cuarto",493,2
"030042","Feliciano","0.51  -  0.99  personas por cuarto",405,4
"030042","Feliciano","1.00  -  1.49  personas por cuarto",727,16
"030042","Feliciano","1.50  -  1.99  personas por cuarto",315,3
"030042","Feliciano","2.00  -  3.00  personas por cuarto",422,8
"030042","Feliciano","Más de  3.00 personas por cuarto",84,1
"030042","Feliciano","Total",2446,34
"030049","Gualeguay","Hasta   0.50 personas por cuarto",3501,228
"030049","Gualeguay","0.51  -  0.99  personas por cuarto",2449,165
"030049","Gualeguay","1.00  -  1.49  personas por cuarto",4005,273
"030049","Gualeguay","1.50  -  1.99  personas por cuarto",1327,50
"030049","Gualeguay","2.00  -  3.00  personas por cuarto",1817,48
"030049","Gualeguay","Más de  3.00 personas por cuarto",367,3
"030049","Gualeguay","Total",13466,767
"030056","Gualeguaychú","Hasta   0.50 personas por cuarto",7482,406
"030056","Gualeguaychú","0.51  -  0.99  personas por cuarto",5650,249
"030056","Gualeguaychú","1.00  -  1.49  personas por cuarto",9339,758
"030056","Gualeguaychú","1.50  -  1.99  personas por cuarto",2831,130
"030056","Gualeguaychú","2.00  -  3.00  personas por cuarto",3979,186
"030056","Gualeguaychú","Más de  3.00 personas por cuarto",633,21
"030056","Gualeguaychú","Total",29914,1750
"030063","Islas del Ibicuy","Hasta   0.50 personas por cuarto",512,2
"030063","Islas del Ibicuy","0.51  -  0.99  personas por cuarto",335,1
"030063","Islas del Ibicuy","1.00  -  1.49  personas por cuarto",609,4
"030063","Islas del Ibicuy","1.50  -  1.99  personas por cuarto",282,0
"030063","Islas del Ibicuy","2.00  -  3.00  personas por cuarto",376,5
"030063","Islas del Ibicuy","Más de  3.00 personas por cuarto",61,1
"030063","Islas del Ibicuy","Total",2175,13
"030070","La Paz","Hasta   0.50 personas por cuarto",3481,67
"030070","La Paz","0.51  -  0.99  personas por cuarto",2588,47
"030070","La Paz","1.00  -  1.49  personas por cuarto",3928,60
"030070","La Paz","1.50  -  1.99  personas por cuarto",1508,17
"030070","La Paz","2.00  -  3.00  personas por cuarto",2029,25
"030070","La Paz","Más de  3.00 personas por cuarto",582,1
"030070","La Paz","Total",14116,217
"030077","Nogoya","Hasta   0.50 personas por cuarto",3018,78
"030077","Nogoya","0.51  -  0.99  personas por cuarto",2083,65
"030077","Nogoya","1.00  -  1.49  personas por cuarto",2926,100
"030077","Nogoya","1.50  -  1.99  personas por cuarto",843,29
"030077","Nogoya","2.00  -  3.00  personas por cuarto",1020,15
"030077","Nogoya","Más de  3.00 personas por cuarto",224,5
"030077","Nogoya","Total",10114,292
"030084","Paraná","Hasta   0.50 personas por cuarto",21406,4672
"030084","Paraná","0.51  -  0.99  personas por cuarto",19332,2648
"030084","Paraná","1.00  -  1.49  personas por cuarto",25185,4220
"030084","Paraná","1.50  -  1.99  personas por cuarto",6960,652
"030084","Paraná","2.00  -  3.00  personas por cuarto",8870,1115
"030084","Paraná","Más de  3.00 personas por cuarto",1685,38
"030084","Paraná","Total",83438,13345
"030088","San Salvador","Hasta   0.50 personas por cuarto",1116,46
"030088","San Salvador","0.51  -  0.99  personas por cuarto",889,13
"030088","San Salvador","1.00  -  1.49  personas por cuarto",1389,27
"030088","San Salvador","1.50  -  1.99  personas por cuarto",445,7
"030088","San Salvador","2.00  -  3.00  personas por cuarto",615,5
"030088","San Salvador","Más de  3.00 personas por cuarto",140,1
"030088","San Salvador","Total",4594,99
"030091","Tala","Hasta   0.50 personas por cuarto",2257,63
"030091","Tala","0.51  -  0.99  personas por cuarto",1346,46
"030091","Tala","1.00  -  1.49  personas por cuarto",1888,90
"030091","Tala","1.50  -  1.99  personas por cuarto",558,17
"030091","Tala","2.00  -  3.00  personas por cuarto",703,19
"030091","Tala","Más de  3.00 personas por cuarto",150,0
"030091","Tala","Total",6902,235
"030098","Uruguay","Hasta   0.50 personas por cuarto",7397,1139
"030098","Uruguay","0.51  -  0.99  personas por cuarto",5942,488
"030098","Uruguay","1.00  -  1.49  personas por cuarto",7714,1040
"030098","Uruguay","1.50  -  1.99  personas por cuarto",2189,360
"030098","Uruguay","2.00  -  3.00  personas por cuarto",2658,382
"030098","Uruguay","Más de  3.00 personas por cuarto",407,19
"030098","Uruguay","Total",26307,3428
"030105","Victoria","Hasta   0.50 personas por cuarto",2425,129
"030105","Victoria","0.51  -  0.99  personas por cuarto",1719,81
"030105","Victoria","1.00  -  1.49  personas por cuarto",2556,151
"030105","Victoria","1.50  -  1.99  personas por cuarto",765,45
"030105","Victoria","2.00  -  3.00  personas por cuarto",1057,37
"030105","Victoria","Más de  3.00 personas por cuarto",205,1
"030105","Victoria","Total",8727,444
"030113","Villaguay","Hasta   0.50 personas por cuarto",3091,160
"030113","Villaguay","0.51  -  0.99  personas por cuarto",2107,93
"030113","Villaguay","1.00  -  1.49  personas por cuarto",3281,219
"030113","Villaguay","1.50  -  1.99  personas por cuarto",1130,55
"030113","Villaguay","2.00  -  3.00  personas por cuarto",1492,93
"030113","Villaguay","Más de  3.00 personas por cuarto",309,5
"030113","Villaguay","Total",11410,625
"034007","Bermejo","Hasta   0.50 personas por cuarto",61,0
"034007","Bermejo","0.51  -  0.99  personas por cuarto",56,0
"034007","Bermejo","1.00  -  1.49  personas por cuarto",116,0
"034007","Bermejo","1.50  -  1.99  personas por cuarto",29,0
"034007","Bermejo","2.00  -  3.00  personas por cuarto",30,0
"034007","Bermejo","Más de  3.00 personas por cuarto",7,0
"034007","Bermejo","Total",299,0
"034014","Formosa","Hasta   0.50 personas por cuarto",7097,1032
"034014","Formosa","0.51  -  0.99  personas por cuarto",7095,731
"034014","Formosa","1.00  -  1.49  personas por cuarto",12649,1396
"034014","Formosa","1.50  -  1.99  personas por cuarto",4805,419
"034014","Formosa","2.00  -  3.00  personas por cuarto",5697,655
"034014","Formosa","Más de  3.00 personas por cuarto",945,91
"034014","Formosa","Total",38288,4324
"034021","Laishi","Hasta   0.50 personas por cuarto",379,1
"034021","Laishi","0.51  -  0.99  personas por cuarto",305,0
"034021","Laishi","1.00  -  1.49  personas por cuarto",584,1
"034021","Laishi","1.50  -  1.99  personas por cuarto",203,0
"034021","Laishi","2.00  -  3.00  personas por cuarto",277,1
"034021","Laishi","Más de  3.00 personas por cuarto",55,0
"034021","Laishi","Total",1803,3
"034028","Matacos","Hasta   0.50 personas por cuarto",166,1
"034028","Matacos","0.51  -  0.99  personas por cuarto",164,1
"034028","Matacos","1.00  -  1.49  personas por cuarto",246,1
"034028","Matacos","1.50  -  1.99  personas por cuarto",81,0
"034028","Matacos","2.00  -  3.00  personas por cuarto",74,0
"034028","Matacos","Más de  3.00 personas por cuarto",11,0
"034028","Matacos","Total",742,3
"034035","Patiño","Hasta   0.50 personas por cuarto",1315,3
"034035","Patiño","0.51  -  0.99  personas por cuarto",1109,0
"034035","Patiño","1.00  -  1.49  personas por cuarto",1605,7
"034035","Patiño","1.50  -  1.99  personas por cuarto",534,2
"034035","Patiño","2.00  -  3.00  personas por cuarto",477,2
"034035","Patiño","Más de  3.00 personas por cuarto",60,1
"034035","Patiño","Total",5100,15
"034042","Pilagás","Hasta   0.50 personas por cuarto",291,0
"034042","Pilagás","0.51  -  0.99  personas por cuarto",267,0
"034042","Pilagás","1.00  -  1.49  personas por cuarto",424,0
"034042","Pilagás","1.50  -  1.99  personas por cuarto",132,0
"034042","Pilagás","2.00  -  3.00  personas por cuarto",136,0
"034042","Pilagás","Más de  3.00 personas por cuarto",18,0
"034042","Pilagás","Total",1268,0
"034049","Pilcomayo","Hasta   0.50 personas por cuarto",1981,3
"034049","Pilcomayo","0.51  -  0.99  personas por cuarto",2038,12
"034049","Pilcomayo","1.00  -  1.49  personas por cuarto",3601,50
"034049","Pilcomayo","1.50  -  1.99  personas por cuarto",1488,12
"034049","Pilcomayo","2.00  -  3.00  personas por cuarto",1536,44
"034049","Pilcomayo","Más de  3.00 personas por cuarto",255,12
"034049","Pilcomayo","Total",10899,133
"034056","Pirane","Hasta   0.50 personas por cuarto",1948,13
"034056","Pirane","0.51  -  0.99  personas por cuarto",1690,1
"034056","Pirane","1.00  -  1.49  personas por cuarto",2273,9
"034056","Pirane","1.50  -  1.99  personas por cuarto",797,1
"034056","Pirane","2.00  -  3.00  personas por cuarto",814,2
"034056","Pirane","Más de  3.00 personas por cuarto",137,1
"034056","Pirane","Total",7659,27
"034063","Ramón Lista","Hasta   0.50 personas por cuarto",24,0
"034063","Ramón Lista","0.51  -  0.99  personas por cuarto",13,0
"034063","Ramón Lista","1.00  -  1.49  personas por cuarto",41,3
"034063","Ramón Lista","1.50  -  1.99  personas por cuarto",12,0
"034063","Ramón Lista","2.00  -  3.00  personas por cuarto",21,1
"034063","Ramón Lista","Más de  3.00 personas por cuarto",7,0
"034063","Ramón Lista","Total",118,4
"038007","Cochinoca","Hasta   0.50 personas por cuarto",205,5
"038007","Cochinoca","0.51  -  0.99  personas por cuarto",191,1
"038007","Cochinoca","1.00  -  1.49  personas por cuarto",290,7
"038007","Cochinoca","1.50  -  1.99  personas por cuarto",108,1
"038007","Cochinoca","2.00  -  3.00  personas por cuarto",123,1
"038007","Cochinoca","Más de  3.00 personas por cuarto",38,0
"038007","Cochinoca","Total",955,15
"038014","El Carmen","Hasta   0.50 personas por cuarto",2134,24
"038014","El Carmen","0.51  -  0.99  personas por cuarto",2477,18
"038014","El Carmen","1.00  -  1.49  personas por cuarto",4446,32
"038014","El Carmen","1.50  -  1.99  personas por cuarto",1918,24
"038014","El Carmen","2.00  -  3.00  personas por cuarto",2808,20
"038014","El Carmen","Más de  3.00 personas por cuarto",906,10
"038014","El Carmen","Total",14689,128
"038021","Dr. Manuel Belgrano","Hasta   0.50 personas por cuarto",11098,1532
"038021","Dr. Manuel Belgrano","0.51  -  0.99  personas por cuarto",10740,1180
"038021","Dr. Manuel Belgrano","1.00  -  1.49  personas por cuarto",16142,2277
"038021","Dr. Manuel Belgrano","1.50  -  1.99  personas por cuarto",5455,507
"038021","Dr. Manuel Belgrano","2.00  -  3.00  personas por cuarto",6010,595
"038021","Dr. Manuel Belgrano","Más de  3.00 personas por cuarto",1382,82
"038021","Dr. Manuel Belgrano","Total",50827,6173
"038028","Humahuaca","Hasta   0.50 personas por cuarto",603,4
"038028","Humahuaca","0.51  -  0.99  personas por cuarto",433,1
"038028","Humahuaca","1.00  -  1.49  personas por cuarto",689,11
"038028","Humahuaca","1.50  -  1.99  personas por cuarto",301,3
"038028","Humahuaca","2.00  -  3.00  personas por cuarto",350,2
"038028","Humahuaca","Más de  3.00 personas por cuarto",73,1
"038028","Humahuaca","Total",2449,22
"038035","Ledesma","Hasta   0.50 personas por cuarto",2707,143
"038035","Ledesma","0.51  -  0.99  personas por cuarto",2572,128
"038035","Ledesma","1.00  -  1.49  personas por cuarto",4274,263
"038035","Ledesma","1.50  -  1.99  personas por cuarto",1759,96
"038035","Ledesma","2.00  -  3.00  personas por cuarto",2276,47
"038035","Ledesma","Más de  3.00 personas por cuarto",545,2
"038035","Ledesma","Total",14133,679
"038042","Palpalá","Hasta   0.50 personas por cuarto",1856,34
"038042","Palpalá","0.51  -  0.99  personas por cuarto",1993,40
"038042","Palpalá","1.00  -  1.49  personas por cuarto",3330,83
"038042","Palpalá","1.50  -  1.99  personas por cuarto",1279,42
"038042","Palpalá","2.00  -  3.00  personas por cuarto",1600,67
"038042","Palpalá","Más de  3.00 personas por cuarto",353,11
"038042","Palpalá","Total",10411,277
"038049","Rinconada","Hasta   0.50 personas por cuarto",16,0
"038049","Rinconada","0.51  -  0.99  personas por cuarto",13,0
"038049","Rinconada","1.00  -  1.49  personas por cuarto",12,0
"038049","Rinconada","1.50  -  1.99  personas por cuarto",10,0
"038049","Rinconada","2.00  -  3.00  personas por cuarto",10,0
"038049","Rinconada","Más de  3.00 personas por cuarto",2,0
"038049","Rinconada","Total",63,0
"038056","San Antonio","Hasta   0.50 personas por cuarto",138,1
"038056","San Antonio","0.51  -  0.99  personas por cuarto",109,1
"038056","San Antonio","1.00  -  1.49  personas por cuarto",186,0
"038056","San Antonio","1.50  -  1.99  personas por cuarto",70,1
"038056","San Antonio","2.00  -  3.00  personas por cuarto",69,1
"038056","San Antonio","Más de  3.00 personas por cuarto",12,0
"038056","San Antonio","Total",584,4
"038063","San Pedro","Hasta   0.50 personas por cuarto",2665,200
"038063","San Pedro","0.51  -  0.99  personas por cuarto",2455,128
"038063","San Pedro","1.00  -  1.49  personas por cuarto",3814,221
"038063","San Pedro","1.50  -  1.99  personas por cuarto",1442,93
"038063","San Pedro","2.00  -  3.00  personas por cuarto",1593,29
"038063","San Pedro","Más de  3.00 personas por cuarto",330,0
"038063","San Pedro","Total",12299,671
"038070","Santa Bárbara","Hasta   0.50 personas por cuarto",297,0
"038070","Santa Bárbara","0.51  -  0.99  personas por cuarto",254,0
"038070","Santa Bárbara","1.00  -  1.49  personas por cuarto",619,0
"038070","Santa Bárbara","1.50  -  1.99  personas por cuarto",322,0
"038070","Santa Bárbara","2.00  -  3.00  personas por cuarto",531,0
"038070","Santa Bárbara","Más de  3.00 personas por cuarto",139,0
"038070","Santa Bárbara","Total",2162,0
"038077","Santa Catalina","Hasta   0.50 personas por cuarto",28,1
"038077","Santa Catalina","0.51  -  0.99  personas por cuarto",17,0
"038077","Santa Catalina","1.00  -  1.49  personas por cuarto",26,0
"038077","Santa Catalina","1.50  -  1.99  personas por cuarto",8,0
"038077","Santa Catalina","2.00  -  3.00  personas por cuarto",12,1
"038077","Santa Catalina","Más de  3.00 personas por cuarto",4,0
"038077","Santa Catalina","Total",95,2
"038084","Susques","Hasta   0.50 personas por cuarto",63,3
"038084","Susques","0.51  -  0.99  personas por cuarto",38,2
"038084","Susques","1.00  -  1.49  personas por cuarto",48,2
"038084","Susques","1.50  -  1.99  personas por cuarto",23,3
"038084","Susques","2.00  -  3.00  personas por cuarto",30,6
"038084","Susques","Más de  3.00 personas por cuarto",6,2
"038084","Susques","Total",208,18
"038094","Tilcara","Hasta   0.50 personas por cuarto",418,0
"038094","Tilcara","0.51  -  0.99  personas por cuarto",290,5
"038094","Tilcara","1.00  -  1.49  personas por cuarto",408,11
"038094","Tilcara","1.50  -  1.99  personas por cuarto",150,4
"038094","Tilcara","2.00  -  3.00  personas por cuarto",209,3
"038094","Tilcara","Más de  3.00 personas por cuarto",59,0
"038094","Tilcara","Total",1534,23
"038098","Tumbaya","Hasta   0.50 personas por cuarto",132,0
"038098","Tumbaya","0.51  -  0.99  personas por cuarto",102,0
"038098","Tumbaya","1.00  -  1.49  personas por cuarto",126,0
"038098","Tumbaya","1.50  -  1.99  personas por cuarto",46,0
"038098","Tumbaya","2.00  -  3.00  personas por cuarto",95,1
"038098","Tumbaya","Más de  3.00 personas por cuarto",21,0
"038098","Tumbaya","Total",522,1
"038105","Valle Grande","Hasta   0.50 personas por cuarto",54,0
"038105","Valle Grande","0.51  -  0.99  personas por cuarto",24,0
"038105","Valle Grande","1.00  -  1.49  personas por cuarto",41,0
"038105","Valle Grande","1.50  -  1.99  personas por cuarto",24,0
"038105","Valle Grande","2.00  -  3.00  personas por cuarto",21,0
"038105","Valle Grande","Más de  3.00 personas por cuarto",10,0
"038105","Valle Grande","Total",174,0
"038112","Yaví","Hasta   0.50 personas por cuarto",653,10
"038112","Yaví","0.51  -  0.99  personas por cuarto",532,7
"038112","Yaví","1.00  -  1.49  personas por cuarto",706,12
"038112","Yaví","1.50  -  1.99  personas por cuarto",223,2
"038112","Yaví","2.00  -  3.00  personas por cuarto",296,3
"038112","Yaví","Más de  3.00 personas por cuarto",85,0
"038112","Yaví","Total",2495,34
"042007","Atreuco","Hasta   0.50 personas por cuarto",1239,7
"042007","Atreuco","0.51  -  0.99  personas por cuarto",695,0
"042007","Atreuco","1.00  -  1.49  personas por cuarto",1019,5
"042007","Atreuco","1.50  -  1.99  personas por cuarto",237,1
"042007","Atreuco","2.00  -  3.00  personas por cuarto",251,0
"042007","Atreuco","Más de  3.00 personas por cuarto",21,0
"042007","Atreuco","Total",3462,13
"042014","Caleu Caleu","Hasta   0.50 personas por cuarto",177,0
"042014","Caleu Caleu","0.51  -  0.99  personas por cuarto",123,0
"042014","Caleu Caleu","1.00  -  1.49  personas por cuarto",219,3
"042014","Caleu Caleu","1.50  -  1.99  personas por cuarto",69,0
"042014","Caleu Caleu","2.00  -  3.00  personas por cuarto",89,1
"042014","Caleu Caleu","Más de  3.00 personas por cuarto",12,1
"042014","Caleu Caleu","Total",689,5
"042021","Capital","Hasta   0.50 personas por cuarto",8393,1916
"042021","Capital","0.51  -  0.99  personas por cuarto",6530,564
"042021","Capital","1.00  -  1.49  personas por cuarto",7976,2435
"042021","Capital","1.50  -  1.99  personas por cuarto",2179,337
"042021","Capital","2.00  -  3.00  personas por cuarto",2697,665
"042021","Capital","Más de  3.00 personas por cuarto",466,99
"042021","Capital","Total",28241,6016
"042028","Catriló","Hasta   0.50 personas por cuarto",698,5
"042028","Catriló","0.51  -  0.99  personas por cuarto",398,0
"042028","Catriló","1.00  -  1.49  personas por cuarto",664,4
"042028","Catriló","1.50  -  1.99  personas por cuarto",185,2
"042028","Catriló","2.00  -  3.00  personas por cuarto",248,2
"042028","Catriló","Más de  3.00 personas por cuarto",26,3
"042028","Catriló","Total",2219,16
"042035","Conhelo","Hasta   0.50 personas por cuarto",1765,25
"042035","Conhelo","0.51  -  0.99  personas por cuarto",1067,1
"042035","Conhelo","1.00  -  1.49  personas por cuarto",1254,15
"042035","Conhelo","1.50  -  1.99  personas por cuarto",321,1
"042035","Conhelo","2.00  -  3.00  personas por cuarto",345,10
"042035","Conhelo","Más de  3.00 personas por cuarto",28,0
"042035","Conhelo","Total",4780,52
"042042","Curacó","Hasta   0.50 personas por cuarto",68,0
"042042","Curacó","0.51  -  0.99  personas por cuarto",40,0
"042042","Curacó","1.00  -  1.49  personas por cuarto",79,2
"042042","Curacó","1.50  -  1.99  personas por cuarto",28,0
"042042","Curacó","2.00  -  3.00  personas por cuarto",48,1
"042042","Curacó","Más de  3.00 personas por cuarto",7,0
"042042","Curacó","Total",270,3
"042049","Chalileo","Hasta   0.50 personas por cuarto",197,2
"042049","Chalileo","0.51  -  0.99  personas por cuarto",154,0
"042049","Chalileo","1.00  -  1.49  personas por cuarto",266,1
"042049","Chalileo","1.50  -  1.99  personas por cuarto",73,0
"042049","Chalileo","2.00  -  3.00  personas por cuarto",81,4
"042049","Chalileo","Más de  3.00 personas por cuarto",18,0
"042049","Chalileo","Total",789,7
"042056","Chapaleufú","Hasta   0.50 personas por cuarto",1253,15
"042056","Chapaleufú","0.51  -  0.99  personas por cuarto",771,1
"042056","Chapaleufú","1.00  -  1.49  personas por cuarto",1023,16
"042056","Chapaleufú","1.50  -  1.99  personas por cuarto",287,1
"042056","Chapaleufú","2.00  -  3.00  personas por cuarto",312,13
"042056","Chapaleufú","Más de  3.00 personas por cuarto",53,3
"042056","Chapaleufú","Total",3699,49
"042063","Chical Có","Hasta   0.50 personas por cuarto",60,0
"042063","Chical Có","0.51  -  0.99  personas por cuarto",37,0
"042063","Chical Có","1.00  -  1.49  personas por cuarto",108,0
"042063","Chical Có","1.50  -  1.99  personas por cuarto",35,0
"042063","Chical Có","2.00  -  3.00  personas por cuarto",62,0
"042063","Chical Có","Más de  3.00 personas por cuarto",17,1
"042063","Chical Có","Total",319,1
"042070","Guatraché","Hasta   0.50 personas por cuarto",1332,5
"042070","Guatraché","0.51  -  0.99  personas por cuarto",643,0
"042070","Guatraché","1.00  -  1.49  personas por cuarto",713,6
"042070","Guatraché","1.50  -  1.99  personas por cuarto",117,1
"042070","Guatraché","2.00  -  3.00  personas por cuarto",110,3
"042070","Guatraché","Más de  3.00 personas por cuarto",11,1
"042070","Guatraché","Total",2926,16
"042077","Hucal","Hasta   0.50 personas por cuarto",1150,4
"042077","Hucal","0.51  -  0.99  personas por cuarto",623,1
"042077","Hucal","1.00  -  1.49  personas por cuarto",725,5
"042077","Hucal","1.50  -  1.99  personas por cuarto",138,1
"042077","Hucal","2.00  -  3.00  personas por cuarto",124,0
"042077","Hucal","Más de  3.00 personas por cuarto",6,0
"042077","Hucal","Total",2766,11
"042084","Lihuel Calel","Hasta   0.50 personas por cuarto",87,0
"042084","Lihuel Calel","0.51  -  0.99  personas por cuarto",28,0
"042084","Lihuel Calel","1.00  -  1.49  personas por cuarto",24,0
"042084","Lihuel Calel","1.50  -  1.99  personas por cuarto",11,0
"042084","Lihuel Calel","2.00  -  3.00  personas por cuarto",9,0
"042084","Lihuel Calel","Total",159,0
"042091","Limay Mahuida","Hasta   0.50 personas por cuarto",33,0
"042091","Limay Mahuida","0.51  -  0.99  personas por cuarto",11,0
"042091","Limay Mahuida","1.00  -  1.49  personas por cuarto",34,0
"042091","Limay Mahuida","1.50  -  1.99  personas por cuarto",11,0
"042091","Limay Mahuida","2.00  -  3.00  personas por cuarto",24,0
"042091","Limay Mahuida","Más de  3.00 personas por cuarto",1,0
"042091","Limay Mahuida","Total",114,0
"042098","Loventué","Hasta   0.50 personas por cuarto",777,5
"042098","Loventué","0.51  -  0.99  personas por cuarto",476,1
"042098","Loventué","1.00  -  1.49  personas por cuarto",795,2
"042098","Loventué","1.50  -  1.99  personas por cuarto",250,1
"042098","Loventué","2.00  -  3.00  personas por cuarto",241,0
"042098","Loventué","Más de  3.00 personas por cuarto",22,0
"042098","Loventué","Total",2561,9
"042105","Maracó","Hasta   0.50 personas por cuarto",5603,457
"042105","Maracó","0.51  -  0.99  personas por cuarto",3882,155
"042105","Maracó","1.00  -  1.49  personas por cuarto",4611,570
"042105","Maracó","1.50  -  1.99  personas por cuarto",1472,148
"042105","Maracó","2.00  -  3.00  personas por cuarto",1615,294
"042105","Maracó","Más de  3.00 personas por cuarto",209,33
"042105","Maracó","Total",17392,1657
"042112","Puelén","Hasta   0.50 personas por cuarto",442,16
"042112","Puelén","0.51  -  0.99  personas por cuarto",345,1
"042112","Puelén","1.00  -  1.49  personas por cuarto",717,38
"042112","Puelén","1.50  -  1.99  personas por cuarto",276,10
"042112","Puelén","2.00  -  3.00  personas por cuarto",408,54
"042112","Puelén","Más de  3.00 personas por cuarto",62,11
"042112","Puelén","Total",2250,130
"042119","Quemú Quemú","Hasta   0.50 personas por cuarto",1232,1
"042119","Quemú Quemú","0.51  -  0.99  personas por cuarto",630,0
"042119","Quemú Quemú","1.00  -  1.49  personas por cuarto",752,6
"042119","Quemú Quemú","1.50  -  1.99  personas por cuarto",183,0
"042119","Quemú Quemú","2.00  -  3.00  personas por cuarto",185,1
"042119","Quemú Quemú","Más de  3.00 personas por cuarto",15,0
"042119","Quemú Quemú","Total",2997,8
"042126","Rancul","Hasta   0.50 personas por cuarto",1068,3
"042126","Rancul","0.51  -  0.99  personas por cuarto",616,1
"042126","Rancul","1.00  -  1.49  personas por cuarto",871,4
"042126","Rancul","1.50  -  1.99  personas por cuarto",269,1
"042126","Rancul","2.00  -  3.00  personas por cuarto",374,3
"042126","Rancul","Más de  3.00 personas por cuarto",50,0
"042126","Rancul","Total",3248,12
"042133","Realicó","Hasta   0.50 personas por cuarto",1853,19
"042133","Realicó","0.51  -  0.99  personas por cuarto",1119,4
"042133","Realicó","1.00  -  1.49  personas por cuarto",1391,18
"042133","Realicó","1.50  -  1.99  personas por cuarto",394,1
"042133","Realicó","2.00  -  3.00  personas por cuarto",428,2
"042133","Realicó","Más de  3.00 personas por cuarto",51,1
"042133","Realicó","Total",5236,45
"042140","Toay","Hasta   0.50 personas por cuarto",867,7
"042140","Toay","0.51  -  0.99  personas por cuarto",679,3
"042140","Toay","1.00  -  1.49  personas por cuarto",1069,23
"042140","Toay","1.50  -  1.99  personas por cuarto",336,5
"042140","Toay","2.00  -  3.00  personas por cuarto",437,16
"042140","Toay","Más de  3.00 personas por cuarto",62,4
"042140","Toay","Total",3450,58
"042147","Trenel","Hasta   0.50 personas por cuarto",636,5
"042147","Trenel","0.51  -  0.99  personas por cuarto",385,0
"042147","Trenel","1.00  -  1.49  personas por cuarto",457,3
"042147","Trenel","1.50  -  1.99  personas por cuarto",136,3
"042147","Trenel","2.00  -  3.00  personas por cuarto",110,1
"042147","Trenel","Más de  3.00 personas por cuarto",14,0
"042147","Trenel","Total",1738,12
"042154","Utracán","Hasta   0.50 personas por cuarto",1486,46
"042154","Utracán","0.51  -  0.99  personas por cuarto",925,5
"042154","Utracán","1.00  -  1.49  personas por cuarto",1295,55
"042154","Utracán","1.50  -  1.99  personas por cuarto",394,2
"042154","Utracán","2.00  -  3.00  personas por cuarto",435,37
"042154","Utracán","Más de  3.00 personas por cuarto",47,4
"042154","Utracán","Total",4582,149
"046007","Arauco","Hasta   0.50 personas por cuarto",659,12
"046007","Arauco","0.51  -  0.99  personas por cuarto",520,0
"046007","Arauco","1.00  -  1.49  personas por cuarto",885,10
"046007","Arauco","1.50  -  1.99  personas por cuarto",356,6
"046007","Arauco","2.00  -  3.00  personas por cuarto",437,10
"046007","Arauco","Más de  3.00 personas por cuarto",97,6
"046007","Arauco","Total",2954,44
"046014","Capital","Hasta   0.50 personas por cuarto",7325,1078
"046014","Capital","0.51  -  0.99  personas por cuarto",6890,338
"046014","Capital","1.00  -  1.49  personas por cuarto",11150,1485
"046014","Capital","1.50  -  1.99  personas por cuarto",4289,312
"046014","Capital","2.00  -  3.00  personas por cuarto",5946,643
"046014","Capital","Más de  3.00 personas por cuarto",1273,117
"046014","Capital","Total",36873,3973
"046021","Castro Barros","Hasta   0.50 personas por cuarto",338,1
"046021","Castro Barros","0.51  -  0.99  personas por cuarto",215,0
"046021","Castro Barros","1.00  -  1.49  personas por cuarto",283,1
"046021","Castro Barros","1.50  -  1.99  personas por cuarto",120,1
"046021","Castro Barros","2.00  -  3.00  personas por cuarto",195,0
"046021","Castro Barros","Más de  3.00 personas por cuarto",31,0
"046021","Castro Barros","Total",1182,3
"046028","Coronel Felipe Varela","Hasta   0.50 personas por cuarto",431,5
"046028","Coronel Felipe Varela","0.51  -  0.99  personas por cuarto",327,1
"046028","Coronel Felipe Varela","1.00  -  1.49  personas por cuarto",547,9
"046028","Coronel Felipe Varela","1.50  -  1.99  personas por cuarto",196,0
"046028","Coronel Felipe Varela","2.00  -  3.00  personas por cuarto",262,3
"046028","Coronel Felipe Varela","Más de  3.00 personas por cuarto",42,0
"046028","Coronel Felipe Varela","Total",1805,18
"046035","Chamical","Hasta   0.50 personas por cuarto",768,14
"046035","Chamical","0.51  -  0.99  personas por cuarto",568,3
"046035","Chamical","1.00  -  1.49  personas por cuarto",884,40
"046035","Chamical","1.50  -  1.99  personas por cuarto",316,3
"046035","Chamical","2.00  -  3.00  personas por cuarto",419,11
"046035","Chamical","Más de  3.00 personas por cuarto",86,4
"046035","Chamical","Total",3041,75
"046042","Chilecito","Hasta   0.50 personas por cuarto",2125,72
"046042","Chilecito","0.51  -  0.99  personas por cuarto",1810,30
"046042","Chilecito","1.00  -  1.49  personas por cuarto",3023,163
