"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"06644","Pinamar","2.00  -  3.00  personas por cuarto",908,396
"06644","Pinamar","Más de  3.00 personas por cuarto",157,80
"06644","Pinamar","Total",5665,1770
"06648","Presidente Perón","Hasta   0.50 personas por cuarto",1925,27
"06648","Presidente Perón","0.51  -  0.99  personas por cuarto",1983,51
"06648","Presidente Perón","1.00  -  1.49  personas por cuarto",4521,99
"06648","Presidente Perón","1.50  -  1.99  personas por cuarto",1498,19
"06648","Presidente Perón","2.00  -  3.00  personas por cuarto",2437,62
"06648","Presidente Perón","Más de  3.00 personas por cuarto",443,20
"06648","Presidente Perón","Total",12807,278
"06651","Puán","Hasta   0.50 personas por cuarto",2670,22
"06651","Puán","0.51  -  0.99  personas por cuarto",1357,6
"06651","Puán","1.00  -  1.49  personas por cuarto",1414,17
"06651","Puán","1.50  -  1.99  personas por cuarto",314,0
"06651","Puán","2.00  -  3.00  personas por cuarto",313,7
"06651","Puán","Más de  3.00 personas por cuarto",13,0
"06651","Puán","Total",6081,52
"06655","Punta Indio","Hasta   0.50 personas por cuarto",1020,22
"06655","Punta Indio","0.51  -  0.99  personas por cuarto",631,12
"06655","Punta Indio","1.00  -  1.49  personas por cuarto",853,13
"06655","Punta Indio","1.50  -  1.99  personas por cuarto",202,6
"06655","Punta Indio","2.00  -  3.00  personas por cuarto",243,5
"06655","Punta Indio","Más de  3.00 personas por cuarto",20,0
"06655","Punta Indio","Total",2969,58
"06665","Ramallo","Hasta   0.50 personas por cuarto",2341,22
"06665","Ramallo","0.51  -  0.99  personas por cuarto",1901,15
"06665","Ramallo","1.00  -  1.49  personas por cuarto",2714,39
"06665","Ramallo","1.50  -  1.99  personas por cuarto",839,9
"06665","Ramallo","2.00  -  3.00  personas por cuarto",1037,13
"06665","Ramallo","Más de  3.00 personas por cuarto",163,0
"06665","Ramallo","Total",8995,98
"06672","Rauch","Hasta   0.50 personas por cuarto",1599,59
"06672","Rauch","0.51  -  0.99  personas por cuarto",954,21
"06672","Rauch","1.00  -  1.49  personas por cuarto",1325,40
"06672","Rauch","1.50  -  1.99  personas por cuarto",379,16
"06672","Rauch","2.00  -  3.00  personas por cuarto",467,22
"06672","Rauch","Más de  3.00 personas por cuarto",59,1
"06672","Rauch","Total",4783,159
"06679","Rivadavia","Hasta   0.50 personas por cuarto",1435,15
"06679","Rivadavia","0.51  -  0.99  personas por cuarto",920,2
"06679","Rivadavia","1.00  -  1.49  personas por cuarto",1445,22
"06679","Rivadavia","1.50  -  1.99  personas por cuarto",367,4
"06679","Rivadavia","2.00  -  3.00  personas por cuarto",557,11
"06679","Rivadavia","Más de  3.00 personas por cuarto",110,4
"06679","Rivadavia","Total",4834,58
"06686","Rojas","Hasta   0.50 personas por cuarto",2377,105
"06686","Rojas","0.51  -  0.99  personas por cuarto",1629,43
"06686","Rojas","1.00  -  1.49  personas por cuarto",2026,51
"06686","Rojas","1.50  -  1.99  personas por cuarto",512,5
"06686","Rojas","2.00  -  3.00  personas por cuarto",563,4
"06686","Rojas","Más de  3.00 personas por cuarto",82,2
"06686","Rojas","Total",7189,210
"06693","Roque Pérez","Hasta   0.50 personas por cuarto",1090,3
"06693","Roque Pérez","0.51  -  0.99  personas por cuarto",766,5
"06693","Roque Pérez","1.00  -  1.49  personas por cuarto",1162,15
"06693","Roque Pérez","1.50  -  1.99  personas por cuarto",343,4
"06693","Roque Pérez","2.00  -  3.00  personas por cuarto",338,8
"06693","Roque Pérez","Más de  3.00 personas por cuarto",53,1
"06693","Roque Pérez","Total",3752,36
"06700","Saavedra","Hasta   0.50 personas por cuarto",2748,86
"06700","Saavedra","0.51  -  0.99  personas por cuarto",1528,28
"06700","Saavedra","1.00  -  1.49  personas por cuarto",1818,58
"06700","Saavedra","1.50  -  1.99  personas por cuarto",408,10
"06700","Saavedra","2.00  -  3.00  personas por cuarto",388,28
"06700","Saavedra","Más de  3.00 personas por cuarto",26,3
"06700","Saavedra","Total",6916,213
"06707","Saladillo","Hasta   0.50 personas por cuarto",2602,169
"06707","Saladillo","0.51  -  0.99  personas por cuarto",1867,106
"06707","Saladillo","1.00  -  1.49  personas por cuarto",2804,174
"06707","Saladillo","1.50  -  1.99  personas por cuarto",911,31
"06707","Saladillo","2.00  -  3.00  personas por cuarto",1070,41
"06707","Saladillo","Más de  3.00 personas por cuarto",138,5
"06707","Saladillo","Total",9392,526
"06714","Salto","Hasta   0.50 personas por cuarto",3011,84
"06714","Salto","0.51  -  0.99  personas por cuarto",2060,33
"06714","Salto","1.00  -  1.49  personas por cuarto",2496,38
"06714","Salto","1.50  -  1.99  personas por cuarto",688,8
"06714","Salto","2.00  -  3.00  personas por cuarto",969,7
"06714","Salto","Más de  3.00 personas por cuarto",148,0
"06714","Salto","Total",9372,170
"06721","Salliqueló","Hasta   0.50 personas por cuarto",1118,7
"06721","Salliqueló","0.51  -  0.99  personas por cuarto",725,2
"06721","Salliqueló","1.00  -  1.49  personas por cuarto",775,9
"06721","Salliqueló","1.50  -  1.99  personas por cuarto",205,2
"06721","Salliqueló","2.00  -  3.00  personas por cuarto",172,8
"06721","Salliqueló","Más de  3.00 personas por cuarto",14,0
"06721","Salliqueló","Total",3009,28
"06728","San Andrés de Giles","Hasta   0.50 personas por cuarto",1824,24
"06728","San Andrés de Giles","0.51  -  0.99  personas por cuarto",1276,2
"06728","San Andrés de Giles","1.00  -  1.49  personas por cuarto",1777,29
"06728","San Andrés de Giles","1.50  -  1.99  personas por cuarto",530,6
"06728","San Andrés de Giles","2.00  -  3.00  personas por cuarto",637,12
"06728","San Andrés de Giles","Más de  3.00 personas por cuarto",87,1
"06728","San Andrés de Giles","Total",6131,74
"06735","San Antonio de Areco","Hasta   0.50 personas por cuarto",1805,26
"06735","San Antonio de Areco","0.51  -  0.99  personas por cuarto",1377,15
"06735","San Antonio de Areco","1.00  -  1.49  personas por cuarto",2082,32
"06735","San Antonio de Areco","1.50  -  1.99  personas por cuarto",583,9
"06735","San Antonio de Areco","2.00  -  3.00  personas por cuarto",688,12
"06735","San Antonio de Areco","Más de  3.00 personas por cuarto",117,1
"06735","San Antonio de Areco","Total",6652,95
"06742","San Cayetano","Hasta   0.50 personas por cuarto",830,34
"06742","San Cayetano","0.51  -  0.99  personas por cuarto",506,32
"06742","San Cayetano","1.00  -  1.49  personas por cuarto",754,51
"06742","San Cayetano","1.50  -  1.99  personas por cuarto",258,15
"06742","San Cayetano","2.00  -  3.00  personas por cuarto",285,9
"06742","San Cayetano","Más de  3.00 personas por cuarto",29,1
"06742","San Cayetano","Total",2662,142
"06763","San Nicolás","Hasta   0.50 personas por cuarto",9530,1082
"06763","San Nicolás","0.51  -  0.99  personas por cuarto",8643,617
"06763","San Nicolás","1.00  -  1.49  personas por cuarto",11084,1174
"06763","San Nicolás","1.50  -  1.99  personas por cuarto",3086,115
"06763","San Nicolás","2.00  -  3.00  personas por cuarto",3891,261
"06763","San Nicolás","Más de  3.00 personas por cuarto",700,33
"06763","San Nicolás","Total",36934,3282
"06770","San Pedro","Hasta   0.50 personas por cuarto",3962,281
"06770","San Pedro","0.51  -  0.99  personas por cuarto",3076,179
"06770","San Pedro","1.00  -  1.49  personas por cuarto",4489,272
"06770","San Pedro","1.50  -  1.99  personas por cuarto",1418,59
"06770","San Pedro","2.00  -  3.00  personas por cuarto",1906,85
"06770","San Pedro","Más de  3.00 personas por cuarto",298,9
"06770","San Pedro","Total",15149,885
"06778","San Vicente","Hasta   0.50 personas por cuarto",2373,28
"06778","San Vicente","0.51  -  0.99  personas por cuarto",2142,16
"06778","San Vicente","1.00  -  1.49  personas por cuarto",4022,55
"06778","San Vicente","1.50  -  1.99  personas por cuarto",1338,12
"06778","San Vicente","2.00  -  3.00  personas por cuarto",1782,34
"06778","San Vicente","Más de  3.00 personas por cuarto",346,4
"06778","San Vicente","Total",12003,149
"06784","Suipacha","Hasta   0.50 personas por cuarto",810,11
"06784","Suipacha","0.51  -  0.99  personas por cuarto",600,6
"06784","Suipacha","1.00  -  1.49  personas por cuarto",840,20
"06784","Suipacha","1.50  -  1.99  personas por cuarto",243,2
"06784","Suipacha","2.00  -  3.00  personas por cuarto",252,6
"06784","Suipacha","Más de  3.00 personas por cuarto",42,0
"06784","Suipacha","Total",2787,45
"06791","Tandil","Hasta   0.50 personas por cuarto",9557,2205
"06791","Tandil","0.51  -  0.99  personas por cuarto",6833,844
"06791","Tandil","1.00  -  1.49  personas por cuarto",10367,2602
"06791","Tandil","1.50  -  1.99  personas por cuarto",2627,433
"06791","Tandil","2.00  -  3.00  personas por cuarto",3020,985
"06791","Tandil","Más de  3.00 personas por cuarto",509,111
"06791","Tandil","Total",32913,7180
"06798","Tapalqué","Hasta   0.50 personas por cuarto",854,7
"06798","Tapalqué","0.51  -  0.99  personas por cuarto",527,1
"06798","Tapalqué","1.00  -  1.49  personas por cuarto",853,14
"06798","Tapalqué","1.50  -  1.99  personas por cuarto",217,1
"06798","Tapalqué","2.00  -  3.00  personas por cuarto",255,2
"06798","Tapalqué","Más de  3.00 personas por cuarto",33,0
"06798","Tapalqué","Total",2739,25
"06812","Tordillo","Hasta   0.50 personas por cuarto",88,0
"06812","Tordillo","0.51  -  0.99  personas por cuarto",42,0
"06812","Tordillo","1.00  -  1.49  personas por cuarto",140,1
"06812","Tordillo","1.50  -  1.99  personas por cuarto",48,0
"06812","Tordillo","2.00  -  3.00  personas por cuarto",60,0
"06812","Tordillo","Más de  3.00 personas por cuarto",7,1
"06812","Tordillo","Total",385,2
"06819","Tornquist","Hasta   0.50 personas por cuarto",1416,40
"06819","Tornquist","0.51  -  0.99  personas por cuarto",885,20
"06819","Tornquist","1.00  -  1.49  personas por cuarto",1190,76
"06819","Tornquist","1.50  -  1.99  personas por cuarto",262,19
"06819","Tornquist","2.00  -  3.00  personas por cuarto",343,46
"06819","Tornquist","Más de  3.00 personas por cuarto",39,5
"06819","Tornquist","Total",4135,206
"06826","Trenque Lauquen","Hasta   0.50 personas por cuarto",3822,236
"06826","Trenque Lauquen","0.51  -  0.99  personas por cuarto",2675,74
"06826","Trenque Lauquen","1.00  -  1.49  personas por cuarto",3804,242
"06826","Trenque Lauquen","1.50  -  1.99  personas por cuarto",1130,50
"06826","Trenque Lauquen","2.00  -  3.00  personas por cuarto",1459,99
"06826","Trenque Lauquen","Más de  3.00 personas por cuarto",210,14
"06826","Trenque Lauquen","Total",13100,715
"06833","Tres Arroyos","Hasta   0.50 personas por cuarto",6204,523
"06833","Tres Arroyos","0.51  -  0.99  personas por cuarto",4222,143
"06833","Tres Arroyos","1.00  -  1.49  personas por cuarto",4624,412
"06833","Tres Arroyos","1.50  -  1.99  personas por cuarto",1190,89
"06833","Tres Arroyos","2.00  -  3.00  personas por cuarto",1350,235
"06833","Tres Arroyos","Más de  3.00 personas por cuarto",200,21
"06833","Tres Arroyos","Total",17790,1423
"06847","Tres Lomas","Hasta   0.50 personas por cuarto",814,7
"06847","Tres Lomas","0.51  -  0.99  personas por cuarto",589,3
"06847","Tres Lomas","1.00  -  1.49  personas por cuarto",859,21
"06847","Tres Lomas","1.50  -  1.99  personas por cuarto",199,6
"06847","Tres Lomas","2.00  -  3.00  personas por cuarto",155,2
"06847","Tres Lomas","Más de  3.00 personas por cuarto",21,5
"06847","Tres Lomas","Total",2637,44
"06854","25 de Mayo","Hasta   0.50 personas por cuarto",3550,158
"06854","25 de Mayo","0.51  -  0.99  personas por cuarto",2270,74
"06854","25 de Mayo","1.00  -  1.49  personas por cuarto",2829,158
"06854","25 de Mayo","1.50  -  1.99  personas por cuarto",842,31
"06854","25 de Mayo","2.00  -  3.00  personas por cuarto",1013,37
"06854","25 de Mayo","Más de  3.00 personas por cuarto",121,4
"06854","25 de Mayo","Total",10625,462
"06868","Villa Gesell","Hasta   0.50 personas por cuarto",1644,431
"06868","Villa Gesell","0.51  -  0.99  personas por cuarto",1268,173
"06868","Villa Gesell","1.00  -  1.49  personas por cuarto",2488,686
"06868","Villa Gesell","1.50  -  1.99  personas por cuarto",709,179
"06868","Villa Gesell","2.00  -  3.00  personas por cuarto",1154,374
"06868","Villa Gesell","Más de  3.00 personas por cuarto",209,56
"06868","Villa Gesell","Total",7472,1899
"06875","Villarino","Hasta   0.50 personas por cuarto",2026,31
"06875","Villarino","0.51  -  0.99  personas por cuarto",1384,4
"06875","Villarino","1.00  -  1.49  personas por cuarto",2178,75
"06875","Villarino","1.50  -  1.99  personas por cuarto",700,15
"06875","Villarino","2.00  -  3.00  personas por cuarto",964,58
"06875","Villarino","Más de  3.00 personas por cuarto",201,24
"06875","Villarino","Total",7453,207
"06882","Zárate","Hasta   0.50 personas por cuarto",6358,577
"06882","Zárate","0.51  -  0.99  personas por cuarto",5665,322
"06882","Zárate","1.00  -  1.49  personas por cuarto",8836,594
"06882","Zárate","1.50  -  1.99  personas por cuarto",2415,112
"06882","Zárate","2.00  -  3.00  personas por cuarto",3232,186
"06882","Zárate","Más de  3.00 personas por cuarto",476,18
"06882","Zárate","Total",26982,1809
"010007","Ambato","Hasta   0.50 personas por cuarto",293,0
"010007","Ambato","0.51  -  0.99  personas por cuarto",147,0
"010007","Ambato","1.00  -  1.49  personas por cuarto",249,0
"010007","Ambato","1.50  -  1.99  personas por cuarto",84,1
"010007","Ambato","2.00  -  3.00  personas por cuarto",134,0
"010007","Ambato","Más de  3.00 personas por cuarto",26,0
"010007","Ambato","Total",933,1
"010014","Ancasti","Hasta   0.50 personas por cuarto",69,0
"010014","Ancasti","0.51  -  0.99  personas por cuarto",56,0
"010014","Ancasti","1.00  -  1.49  personas por cuarto",70,1
"010014","Ancasti","1.50  -  1.99  personas por cuarto",27,0
"010014","Ancasti","2.00  -  3.00  personas por cuarto",40,0
"010014","Ancasti","Más de  3.00 personas por cuarto",8,0
"010014","Ancasti","Total",270,1
"010021","Andalgalá","Hasta   0.50 personas por cuarto",818,9
"010021","Andalgalá","0.51  -  0.99  personas por cuarto",616,2
"010021","Andalgalá","1.00  -  1.49  personas por cuarto",1025,13
"010021","Andalgalá","1.50  -  1.99  personas por cuarto",463,2
"010021","Andalgalá","2.00  -  3.00  personas por cuarto",600,4
"010021","Andalgalá","Más de  3.00 personas por cuarto",92,2
"010021","Andalgalá","Total",3614,32
"010028","Antofagasta de la Sierra","Hasta   0.50 personas por cuarto",32,0
"010028","Antofagasta de la Sierra","0.51  -  0.99  personas por cuarto",20,0
"010028","Antofagasta de la Sierra","1.00  -  1.49  personas por cuarto",26,0
"010028","Antofagasta de la Sierra","1.50  -  1.99  personas por cuarto",13,0
"010028","Antofagasta de la Sierra","2.00  -  3.00  personas por cuarto",13,0
"010028","Antofagasta de la Sierra","Más de  3.00 personas por cuarto",2,0
"010028","Antofagasta de la Sierra","Total",106,0
"010035","Belén","Hasta   0.50 personas por cuarto",1097,20
"010035","Belén","0.51  -  0.99  personas por cuarto",852,8
"010035","Belén","1.00  -  1.49  personas por cuarto",1285,24
"010035","Belén","1.50  -  1.99  personas por cuarto",528,10
"010035","Belén","2.00  -  3.00  personas por cuarto",619,18
"010035","Belén","Más de  3.00 personas por cuarto",122,1
"010035","Belén","Total",4503,81
"010042","Capayán","Hasta   0.50 personas por cuarto",491,0
"010042","Capayán","0.51  -  0.99  personas por cuarto",424,0
"010042","Capayán","1.00  -  1.49  personas por cuarto",736,2
"010042","Capayán","1.50  -  1.99  personas por cuarto",346,2
"010042","Capayán","2.00  -  3.00  personas por cuarto",472,1
"010042","Capayán","Más de  3.00 personas por cuarto",120,0
"010042","Capayán","Total",2589,5
"010049","Capital","Hasta   0.50 personas por cuarto",7453,442
"010049","Capital","0.51  -  0.99  personas por cuarto",6776,319
"010049","Capital","1.00  -  1.49  personas por cuarto",9644,689
"010049","Capital","1.50  -  1.99  personas por cuarto",3844,101
"010049","Capital","2.00  -  3.00  personas por cuarto",5078,390
"010049","Capital","Más de  3.00 personas por cuarto",1216,12
"010049","Capital","Total",34011,1953
"010056","El Alto","Hasta   0.50 personas por cuarto",144,1
"010056","El Alto","0.51  -  0.99  personas por cuarto",78,0
"010056","El Alto","1.00  -  1.49  personas por cuarto",142,2
"010056","El Alto","1.50  -  1.99  personas por cuarto",55,0
"010056","El Alto","2.00  -  3.00  personas por cuarto",56,1
"010056","El Alto","Más de  3.00 personas por cuarto",16,0
"010056","El Alto","Total",491,4
"010063","Fray Mamerto Esquiú","Hasta   0.50 personas por cuarto",466,1
"010063","Fray Mamerto Esquiú","0.51  -  0.99  personas por cuarto",490,1
"010063","Fray Mamerto Esquiú","1.00  -  1.49  personas por cuarto",800,1
"010063","Fray Mamerto Esquiú","1.50  -  1.99  personas por cuarto",343,0
"010063","Fray Mamerto Esquiú","2.00  -  3.00  personas por cuarto",410,1
"010063","Fray Mamerto Esquiú","Más de  3.00 personas por cuarto",92,0
"010063","Fray Mamerto Esquiú","Total",2601,4
"010070","La Paz","Hasta   0.50 personas por cuarto",733,7
"010070","La Paz","0.51  -  0.99  personas por cuarto",631,1
"010070","La Paz","1.00  -  1.49  personas por cuarto",999,12
"010070","La Paz","1.50  -  1.99  personas por cuarto",414,6
"010070","La Paz","2.00  -  3.00  personas por cuarto",565,5
"010070","La Paz","Más de  3.00 personas por cuarto",122,1
"010070","La Paz","Total",3464,32
"010077","Paclin","Hasta   0.50 personas por cuarto",226,0
"010077","Paclin","0.51  -  0.99  personas por cuarto",163,0
"010077","Paclin","1.00  -  1.49  personas por cuarto",235,0
"010077","Paclin","1.50  -  1.99  personas por cuarto",99,1
"010077","Paclin","2.00  -  3.00  personas por cuarto",144,0
"010077","Paclin","Más de  3.00 personas por cuarto",25,0
"010077","Paclin","Total",892,1
"010084","Poman","Hasta   0.50 personas por cuarto",439,4
"010084","Poman","0.51  -  0.99  personas por cuarto",332,3
"010084","Poman","1.00  -  1.49  personas por cuarto",528,3
"010084","Poman","1.50  -  1.99  personas por cuarto",230,3
"010084","Poman","2.00  -  3.00  personas por cuarto",380,4
"010084","Poman","Más de  3.00 personas por cuarto",62,0
"010084","Poman","Total",1971,17
"010091","Santa María","Hasta   0.50 personas por cuarto",958,24
"010091","Santa María","0.51  -  0.99  personas por cuarto",766,12
"010091","Santa María","1.00  -  1.49  personas por cuarto",1025,37
"010091","Santa María","1.50  -  1.99  personas por cuarto",396,14
"010091","Santa María","2.00  -  3.00  personas por cuarto",503,26
"010091","Santa María","Más de  3.00 personas por cuarto",75,10
"010091","Santa María","Total",3723,123
"010098","Santa Rosa","Hasta   0.50 personas por cuarto",402,2
"010098","Santa Rosa","0.51  -  0.99  personas por cuarto",312,0
"010098","Santa Rosa","1.00  -  1.49  personas por cuarto",585,4
"010098","Santa Rosa","1.50  -  1.99  personas por cuarto",265,0
"010098","Santa Rosa","2.00  -  3.00  personas por cuarto",361,3
"010098","Santa Rosa","Más de  3.00 personas por cuarto",77,0
"010098","Santa Rosa","Total",2002,9
"010105","Tinogasta","Hasta   0.50 personas por cuarto",1380,8
"010105","Tinogasta","0.51  -  0.99  personas por cuarto",851,2
"010105","Tinogasta","1.00  -  1.49  personas por cuarto",1095,4
"010105","Tinogasta","1.50  -  1.99  personas por cuarto",442,1
"010105","Tinogasta","2.00  -  3.00  personas por cuarto",534,1
"010105","Tinogasta","Más de  3.00 personas por cuarto",92,1
"010105","Tinogasta","Total",4394,17
"010112","Valle Viejo","Hasta   0.50 personas por cuarto",1063,8
"010112","Valle Viejo","0.51  -  0.99  personas por cuarto",1075,6
"010112","Valle Viejo","1.00  -  1.49  personas por cuarto",1704,16
"010112","Valle Viejo","1.50  -  1.99  personas por cuarto",734,6
"010112","Valle Viejo","2.00  -  3.00  personas por cuarto",885,6
"010112","Valle Viejo","Más de  3.00 personas por cuarto",183,2
"010112","Valle Viejo","Total",5644,44
"014007","Calamuchita","Hasta   0.50 personas por cuarto",4061,123
"014007","Calamuchita","0.51  -  0.99  personas por cuarto",2837,38
"014007","Calamuchita","1.00  -  1.49  personas por cuarto",4308,234
"014007","Calamuchita","1.50  -  1.99  personas por cuarto",1225,61
"014007","Calamuchita","2.00  -  3.00  personas por cuarto",1606,134
"014007","Calamuchita","Más de  3.00 personas por cuarto",278,19
"014007","Calamuchita","Total",14315,609
"014014","Capital","Hasta   0.50 personas por cuarto",75640,32152
"014014","Capital","0.51  -  0.99  personas por cuarto",66668,14323
"014014","Capital","1.00  -  1.49  personas por cuarto",82720,30953
"014014","Capital","1.50  -  1.99  personas por cuarto",25465,5519
"014014","Capital","2.00  -  3.00  personas por cuarto",32068,9295
"014014","Capital","Más de  3.00 personas por cuarto",7608,1304
"014014","Capital","Total",290169,93546
"014021","Colón","Hasta   0.50 personas por cuarto",11723,580
"014021","Colón","0.51  -  0.99  personas por cuarto",11336,419
"014021","Colón","1.00  -  1.49  personas por cuarto",16223,1106
"014021","Colón","1.50  -  1.99  personas por cuarto",5172,353
"014021","Colón","2.00  -  3.00  personas por cuarto",7186,690
"014021","Colón","Más de  3.00 personas por cuarto",1582,146
"014021","Colón","Total",53222,3294
"014028","Cruz del Eje","Hasta   0.50 personas por cuarto",2839,73
"014028","Cruz del Eje","0.51  -  0.99  personas por cuarto",1979,25
"014028","Cruz del Eje","1.00  -  1.49  personas por cuarto",3222,87
"014028","Cruz del Eje","1.50  -  1.99  personas por cuarto",1154,24
"014028","Cruz del Eje","2.00  -  3.00  personas por cuarto",1519,58
"014028","Cruz del Eje","Más de  3.00 personas por cuarto",327,11
"014028","Cruz del Eje","Total",11040,278
"014035","General Roca","Hasta   0.50 personas por cuarto",3090,9
"014035","General Roca","0.51  -  0.99  personas por cuarto",2070,8
"014035","General Roca","1.00  -  1.49  personas por cuarto",2841,14
"014035","General Roca","1.50  -  1.99  personas por cuarto",770,4
"014035","General Roca","2.00  -  3.00  personas por cuarto",844,14
"014035","General Roca","Más de  3.00 personas por cuarto",123,5
"014035","General Roca","Total",9738,54
"014042","General San Martín","Hasta   0.50 personas por cuarto",10727,1377
"014042","General San Martín","0.51  -  0.99  personas por cuarto",7425,713
"014042","General San Martín","1.00  -  1.49  personas por cuarto",9242,1723
"014042","General San Martín","1.50  -  1.99  personas por cuarto",2318,229
"014042","General San Martín","2.00  -  3.00  personas por cuarto",3107,704
"014042","General San Martín","Más de  3.00 personas por cuarto",502,110
"014042","General San Martín","Total",33321,4856
"014049","Ischilín","Hasta   0.50 personas por cuarto",1824,30
"014049","Ischilín","0.51  -  0.99  personas por cuarto",1345,19
"014049","Ischilín","1.00  -  1.49  personas por cuarto",1900,39
"014049","Ischilín","1.50  -  1.99  personas por cuarto",667,9
"014049","Ischilín","2.00  -  3.00  personas por cuarto",795,23
"014049","Ischilín","Más de  3.00 personas por cuarto",175,4
"014049","Ischilín","Total",6706,124
"014056","Juárez Celman","Hasta   0.50 personas por cuarto",5652,93
"014056","Juárez Celman","0.51  -  0.99  personas por cuarto",3948,28
"014056","Juárez Celman","1.00  -  1.49  personas por cuarto",4969,186
"014056","Juárez Celman","1.50  -  1.99  personas por cuarto",1407,60
"014056","Juárez Celman","2.00  -  3.00  personas por cuarto",1547,151
"014056","Juárez Celman","Más de  3.00 personas por cuarto",249,45
"014056","Juárez Celman","Total",17772,563
"014063","Marcos Juárez","Hasta   0.50 personas por cuarto",12010,151
"014063","Marcos Juárez","0.51  -  0.99  personas por cuarto",7658,48
"014063","Marcos Juárez","1.00  -  1.49  personas por cuarto",8428,132
"014063","Marcos Juárez","1.50  -  1.99  personas por cuarto",2133,27
"014063","Marcos Juárez","2.00  -  3.00  personas por cuarto",2297,45
"014063","Marcos Juárez","Más de  3.00 personas por cuarto",319,5
"014063","Marcos Juárez","Total",32845,408
"014070","Minas","Hasta   0.50 personas por cuarto",218,0
"014070","Minas","0.51  -  0.99  personas por cuarto",135,0
"014070","Minas","1.00  -  1.49  personas por cuarto",200,0
"014070","Minas","1.50  -  1.99  personas por cuarto",73,0
"014070","Minas","2.00  -  3.00  personas por cuarto",100,1
"014070","Minas","Más de  3.00 personas por cuarto",16,0
"014070","Minas","Total",742,1
"014077","Pocho","Hasta   0.50 personas por cuarto",261,2
"014077","Pocho","0.51  -  0.99  personas por cuarto",120,2
"014077","Pocho","1.00  -  1.49  personas por cuarto",197,0
"014077","Pocho","1.50  -  1.99  personas por cuarto",77,0
"014077","Pocho","2.00  -  3.00  personas por cuarto",122,3
"014077","Pocho","Más de  3.00 personas por cuarto",18,0
"014077","Pocho","Total",795,7
"014084","Presidente Roque Sáenz Peña","Hasta   0.50 personas por cuarto",3444,62
"014084","Presidente Roque Sáenz Peña","0.51  -  0.99  personas por cuarto",2237,23
"014084","Presidente Roque Sáenz Peña","1.00  -  1.49  personas por cuarto",2820,68
"014084","Presidente Roque Sáenz Peña","1.50  -  1.99  personas por cuarto",712,16
"014084","Presidente Roque Sáenz Peña","2.00  -  3.00  personas por cuarto",801,36
"014084","Presidente Roque Sáenz Peña","Más de  3.00 personas por cuarto",100,5
"014084","Presidente Roque Sáenz Peña","Total",10114,210
"014091","Punilla","Hasta   0.50 personas por cuarto",11984,1424
"014091","Punilla","0.51  -  0.99  personas por cuarto",9209,681
"014091","Punilla","1.00  -  1.49  personas por cuarto",13948,2033
"014091","Punilla","1.50  -  1.99  personas por cuarto",3892,627
"014091","Punilla","2.00  -  3.00  personas por cuarto",5135,1076
"014091","Punilla","Más de  3.00 personas por cuarto",936,144
"014091","Punilla","Total",45104,5985
"014098","Río Cuarto","Hasta   0.50 personas por cuarto",21153,3093
"014098","Río Cuarto","0.51  -  0.99  personas por cuarto",15372,1211
"014098","Río Cuarto","1.00  -  1.49  personas por cuarto",18276,2482
"014098","Río Cuarto","1.50  -  1.99  personas por cuarto",4883,432
"014098","Río Cuarto","2.00  -  3.00  personas por cuarto",6049,621
"014098","Río Cuarto","Más de  3.00 personas por cuarto",871,44
"014098","Río Cuarto","Total",66604,7883
"014105","Río Primero","Hasta   0.50 personas por cuarto",2644,47
"014105","Río Primero","0.51  -  0.99  personas por cuarto",2265,27
"014105","Río Primero","1.00  -  1.49  personas por cuarto",3383,112
"014105","Río Primero","1.50  -  1.99  personas por cuarto",1089,28
"014105","Río Primero","2.00  -  3.00  personas por cuarto",1324,91
"014105","Río Primero","Más de  3.00 personas por cuarto",303,24
"014105","Río Primero","Total",11008,329
"014112","Río Seco","Hasta   0.50 personas por cuarto",498,4
"014112","Río Seco","0.51  -  0.99  personas por cuarto",391,2
"014112","Río Seco","1.00  -  1.49  personas por cuarto",700,12
"014112","Río Seco","1.50  -  1.99  personas por cuarto",270,2
"014112","Río Seco","2.00  -  3.00  personas por cuarto",384,8
"014112","Río Seco","Más de  3.00 personas por cuarto",104,2
"014112","Río Seco","Total",2347,30
"014119","Río Segundo","Hasta   0.50 personas por cuarto",8642,167
"014119","Río Segundo","0.51  -  0.99  personas por cuarto",6914,51
"014119","Río Segundo","1.00  -  1.49  personas por cuarto",8094,219
"014119","Río Segundo","1.50  -  1.99  personas por cuarto",2325,71
"014119","Río Segundo","2.00  -  3.00  personas por cuarto",2517,110
"014119","Río Segundo","Más de  3.00 personas por cuarto",420,17
"014119","Río Segundo","Total",28912,635
"014126","San Alberto","Hasta   0.50 personas por cuarto",1346,37
"014126","San Alberto","0.51  -  0.99  personas por cuarto",1153,15
"014126","San Alberto","1.00  -  1.49  personas por cuarto",2398,95
"014126","San Alberto","1.50  -  1.99  personas por cuarto",966,18
"014126","San Alberto","2.00  -  3.00  personas por cuarto",1324,75
"014126","San Alberto","Más de  3.00 personas por cuarto",269,19
"014126","San Alberto","Total",7456,259
"014133","San Javier","Hasta   0.50 personas por cuarto",3110,103
"014133","San Javier","0.51  -  0.99  personas por cuarto",2279,43
"014133","San Javier","1.00  -  1.49  personas por cuarto",3574,171
"014133","San Javier","1.50  -  1.99  personas por cuarto",1192,44
