"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"06182","Coronel de Marina Leonardo Rosales","0. __tot__",19260,3144
"06182","Coronel de Marina Leonardo Rosales","1. Hasta  0,50  personas por cuarto",6535,838
"06182","Coronel de Marina Leonardo Rosales","2. 0,51-0,99  personas por cuarto",3973,299
"06182","Coronel de Marina Leonardo Rosales","3. 1,00-1,49  personas por cuarto",5679,1105
"06182","Coronel de Marina Leonardo Rosales","4. 1,50-1,99  personas por cuarto",1553,264
"06182","Coronel de Marina Leonardo Rosales","5. 2,00-3,00  personas por cuarto",1362,544
"06182","Coronel de Marina Leonardo Rosales","6. Más de 3,00  personas por cuarto",158,94
"06189","Coronel Dorrego","0. __tot__",5761,336
"06189","Coronel Dorrego","1. Hasta  0,50  personas por cuarto",2252,136
"06189","Coronel Dorrego","2. 0,51-0,99  personas por cuarto",1122,17
"06189","Coronel Dorrego","3. 1,00-1,49  personas por cuarto",1481,100
"06189","Coronel Dorrego","4. 1,50-1,99  personas por cuarto",399,25
"06189","Coronel Dorrego","5. 2,00-3,00  personas por cuarto",474,51
"06189","Coronel Dorrego","6. Más de 3,00  personas por cuarto",33,7
"06196","Coronel Pringles","0. __tot__",8175,598
"06196","Coronel Pringles","1. Hasta  0,50  personas por cuarto",3095,240
"06196","Coronel Pringles","2. 0,51-0,99  personas por cuarto",1501,42
"06196","Coronel Pringles","3. 1,00-1,49  personas por cuarto",2110,180
"06196","Coronel Pringles","4. 1,50-1,99  personas por cuarto",583,28
"06196","Coronel Pringles","5. 2,00-3,00  personas por cuarto",771,90
"06196","Coronel Pringles","6. Más de 3,00  personas por cuarto",115,18
"062007","Adolfo Alsina","0. __tot__",16363,6349
"062007","Adolfo Alsina","1. Hasta  0,50  personas por cuarto",5924,2263
"062007","Adolfo Alsina","2. 0,51-0,99  personas por cuarto",3228,808
"062007","Adolfo Alsina","3. 1,00-1,49  personas por cuarto",4352,2070
"062007","Adolfo Alsina","4. 1,50-1,99  personas por cuarto",1146,438
"062007","Adolfo Alsina","5. 2,00-3,00  personas por cuarto",1453,698
"062007","Adolfo Alsina","6. Más de 3,00  personas por cuarto",260,72
"062014","Avellaneda","0. __tot__",12210,1786
"062014","Avellaneda","1. Hasta  0,50  personas por cuarto",3710,509
"062014","Avellaneda","2. 0,51-0,99  personas por cuarto",2071,115
"062014","Avellaneda","3. 1,00-1,49  personas por cuarto",3568,643
"062014","Avellaneda","4. 1,50-1,99  personas por cuarto",1127,110
"062014","Avellaneda","5. 2,00-3,00  personas por cuarto",1460,328
"062014","Avellaneda","6. Más de 3,00  personas por cuarto",274,81
"062021","Bariloche","0. __tot__",45159,12084
"062021","Bariloche","1. Hasta  0,50  personas por cuarto",14643,4459
"062021","Bariloche","2. 0,51-0,99  personas por cuarto",8816,1613
"062021","Bariloche","3. 1,00-1,49  personas por cuarto",13815,4281
"062021","Bariloche","4. 1,50-1,99  personas por cuarto",3346,647
"062021","Bariloche","5. 2,00-3,00  personas por cuarto",3973,1012
"062021","Bariloche","6. Más de 3,00  personas por cuarto",566,72
"062028","Conesa","0. __tot__",2335,189
"062028","Conesa","1. Hasta  0,50  personas por cuarto",788,51
"062028","Conesa","2. 0,51-0,99  personas por cuarto",433,14
"062028","Conesa","3. 1,00-1,49  personas por cuarto",652,63
"062028","Conesa","4. 1,50-1,99  personas por cuarto",191,20
"062028","Conesa","5. 2,00-3,00  personas por cuarto",229,33
"062028","Conesa","6. Más de 3,00  personas por cuarto",42,8
"06203","Coronel Suárez","0. __tot__",15063,1156
"06203","Coronel Suárez","1. Hasta  0,50  personas por cuarto",6019,457
"06203","Coronel Suárez","2. 0,51-0,99  personas por cuarto",3261,96
"06203","Coronel Suárez","3. 1,00-1,49  personas por cuarto",3920,376
"06203","Coronel Suárez","4. 1,50-1,99  personas por cuarto",908,72
"06203","Coronel Suárez","5. 2,00-3,00  personas por cuarto",870,132
"06203","Coronel Suárez","6. Más de 3,00  personas por cuarto",85,23
"062035","El Cuy","0. __tot__",1884,44
"062035","El Cuy","1. Hasta  0,50  personas por cuarto",460,13
"062035","El Cuy","2. 0,51-0,99  personas por cuarto",250,3
"062035","El Cuy","3. 1,00-1,49  personas por cuarto",619,17
"062035","El Cuy","4. 1,50-1,99  personas por cuarto",176,2
"062035","El Cuy","5. 2,00-3,00  personas por cuarto",313,7
"062035","El Cuy","6. Más de 3,00  personas por cuarto",66,2
"062042","General Roca","0. __tot__",100816,25619
"062042","General Roca","1. Hasta  0,50  personas por cuarto",30337,9202
"062042","General Roca","2. 0,51-0,99  personas por cuarto",20026,2726
"062042","General Roca","3. 1,00-1,49  personas por cuarto",29707,8543
"062042","General Roca","4. 1,50-1,99  personas por cuarto",8227,1587
"062042","General Roca","5. 2,00-3,00  personas por cuarto",10546,3131
"062042","General Roca","6. Más de 3,00  personas por cuarto",1973,430
"062049","9 de Julio","0. __tot__",1174,26
"062049","9 de Julio","1. Hasta  0,50  personas por cuarto",330,6
"062049","9 de Julio","2. 0,51-0,99  personas por cuarto",180,0
"062049","9 de Julio","3. 1,00-1,49  personas por cuarto",318,11
"062049","9 de Julio","4. 1,50-1,99  personas por cuarto",131,4
"062049","9 de Julio","5. 2,00-3,00  personas por cuarto",188,2
"062049","9 de Julio","6. Más de 3,00  personas por cuarto",27,3
"062056","Ñorquinco","0. __tot__",340,2
"062056","Ñorquinco","1. Hasta  0,50  personas por cuarto",96,1
"062056","Ñorquinco","2. 0,51-0,99  personas por cuarto",45,0
"062056","Ñorquinco","3. 1,00-1,49  personas por cuarto",106,1
"062056","Ñorquinco","4. 1,50-1,99  personas por cuarto",40,0
"062056","Ñorquinco","5. 2,00-3,00  personas por cuarto",44,0
"062056","Ñorquinco","6. Más de 3,00  personas por cuarto",9,0
"062063","Pichi Mahuida","0. __tot__",5421,561
"062063","Pichi Mahuida","1. Hasta  0,50  personas por cuarto",1947,190
"062063","Pichi Mahuida","2. 0,51-0,99  personas por cuarto",1039,53
"062063","Pichi Mahuida","3. 1,00-1,49  personas por cuarto",1519,186
"062063","Pichi Mahuida","4. 1,50-1,99  personas por cuarto",378,32
"062063","Pichi Mahuida","5. 2,00-3,00  personas por cuarto",478,88
"062063","Pichi Mahuida","6. Más de 3,00  personas por cuarto",60,12
"062070","Pilcaniyeu","0. __tot__",2983,201
"062070","Pilcaniyeu","1. Hasta  0,50  personas por cuarto",963,64
"062070","Pilcaniyeu","2. 0,51-0,99  personas por cuarto",606,20
"062070","Pilcaniyeu","3. 1,00-1,49  personas por cuarto",921,78
"062070","Pilcaniyeu","4. 1,50-1,99  personas por cuarto",215,11
"062070","Pilcaniyeu","5. 2,00-3,00  personas por cuarto",238,21
"062070","Pilcaniyeu","6. Más de 3,00  personas por cuarto",40,7
"062077","San Antonio","0. __tot__",10125,2255
"062077","San Antonio","1. Hasta  0,50  personas por cuarto",3099,619
"062077","San Antonio","2. 0,51-0,99  personas por cuarto",1779,218
"062077","San Antonio","3. 1,00-1,49  personas por cuarto",3095,770
"062077","San Antonio","4. 1,50-1,99  personas por cuarto",927,157
"062077","San Antonio","5. 2,00-3,00  personas por cuarto",1066,426
"062077","San Antonio","6. Más de 3,00  personas por cuarto",159,65
"062084","Valcheta","0. __tot__",1400,38
"062084","Valcheta","1. Hasta  0,50  personas por cuarto",462,11
"062084","Valcheta","2. 0,51-0,99  personas por cuarto",219,2
"062084","Valcheta","3. 1,00-1,49  personas por cuarto",405,10
"062084","Valcheta","4. 1,50-1,99  personas por cuarto",125,3
"062084","Valcheta","5. 2,00-3,00  personas por cuarto",168,11
"062084","Valcheta","6. Más de 3,00  personas por cuarto",21,1
"062091","25 de Mayo","0. __tot__",4609,365
"062091","25 de Mayo","1. Hasta  0,50  personas por cuarto",1297,95
"062091","25 de Mayo","2. 0,51-0,99  personas por cuarto",713,14
"062091","25 de Mayo","3. 1,00-1,49  personas por cuarto",1346,129
"062091","25 de Mayo","4. 1,50-1,99  personas por cuarto",458,25
"062091","25 de Mayo","5. 2,00-3,00  personas por cuarto",661,89
"062091","25 de Mayo","6. Más de 3,00  personas por cuarto",134,13
"06210","Chacabuco","0. __tot__",16999,1979
"06210","Chacabuco","1. Hasta  0,50  personas por cuarto",5783,743
"06210","Chacabuco","2. 0,51-0,99  personas por cuarto",3199,197
"06210","Chacabuco","3. 1,00-1,49  personas por cuarto",4989,658
"06210","Chacabuco","4. 1,50-1,99  personas por cuarto",1418,129
"06210","Chacabuco","5. 2,00-3,00  personas por cuarto",1467,227
"06210","Chacabuco","6. Más de 3,00  personas por cuarto",143,25
"06218","Chascomús","0. __tot__",12830,1607
"06218","Chascomús","1. Hasta  0,50  personas por cuarto",4255,569
"06218","Chascomús","2. 0,51-0,99  personas por cuarto",2479,149
"06218","Chascomús","3. 1,00-1,49  personas por cuarto",3833,555
"06218","Chascomús","4. 1,50-1,99  personas por cuarto",1036,94
"06218","Chascomús","5. 2,00-3,00  personas por cuarto",1115,223
"06218","Chascomús","6. Más de 3,00  personas por cuarto",112,17
"06224","Chivilcoy","0. __tot__",22795,2936
"06224","Chivilcoy","1. Hasta  0,50  personas por cuarto",8281,1252
"06224","Chivilcoy","2. 0,51-0,99  personas por cuarto",4483,369
"06224","Chivilcoy","3. 1,00-1,49  personas por cuarto",6420,902
"06224","Chivilcoy","4. 1,50-1,99  personas por cuarto",1655,157
"06224","Chivilcoy","5. 2,00-3,00  personas por cuarto",1793,232
"06224","Chivilcoy","6. Más de 3,00  personas por cuarto",163,24
"06231","Daireaux","0. __tot__",5777,313
"06231","Daireaux","1. Hasta  0,50  personas por cuarto",1959,93
"06231","Daireaux","2. 0,51-0,99  personas por cuarto",1043,23
"06231","Daireaux","3. 1,00-1,49  personas por cuarto",1582,105
"06231","Daireaux","4. 1,50-1,99  personas por cuarto",521,12
"06231","Daireaux","5. 2,00-3,00  personas por cuarto",588,64
"06231","Daireaux","6. Más de 3,00  personas por cuarto",84,16
"06238","Dolores","0. __tot__",9297,970
"06238","Dolores","1. Hasta  0,50  personas por cuarto",3348,350
"06238","Dolores","2. 0,51-0,99  personas por cuarto",1771,74
"06238","Dolores","3. 1,00-1,49  personas por cuarto",2588,297
"06238","Dolores","4. 1,50-1,99  personas por cuarto",720,56
"06238","Dolores","5. 2,00-3,00  personas por cuarto",793,158
"06238","Dolores","6. Más de 3,00  personas por cuarto",77,35
"06245","Ensenada","0. __tot__",16301,2385
"06245","Ensenada","1. Hasta  0,50  personas por cuarto",5173,713
"06245","Ensenada","2. 0,51-0,99  personas por cuarto",3152,280
"06245","Ensenada","3. 1,00-1,49  personas por cuarto",4856,860
"06245","Ensenada","4. 1,50-1,99  personas por cuarto",1375,209
"06245","Ensenada","5. 2,00-3,00  personas por cuarto",1536,289
"06245","Ensenada","6. Más de 3,00  personas por cuarto",209,34
"06252","Escobar","0. __tot__",59638,8115
"06252","Escobar","1. Hasta  0,50  personas por cuarto",14855,2452
"06252","Escobar","2. 0,51-0,99  personas por cuarto",12456,718
"06252","Escobar","3. 1,00-1,49  personas por cuarto",19473,2946
"06252","Escobar","4. 1,50-1,99  personas por cuarto",5573,566
"06252","Escobar","5. 2,00-3,00  personas por cuarto",6357,1265
"06252","Escobar","6. Más de 3,00  personas por cuarto",924,168
"06260","Esteban Echeverría","0. __tot__",77270,10178
"06260","Esteban Echeverría","1. Hasta  0,50  personas por cuarto",18570,3123
"06260","Esteban Echeverría","2. 0,51-0,99  personas por cuarto",14214,1061
"06260","Esteban Echeverría","3. 1,00-1,49  personas por cuarto",25482,3657
"06260","Esteban Echeverría","4. 1,50-1,99  personas por cuarto",8192,679
"06260","Esteban Echeverría","5. 2,00-3,00  personas por cuarto",9409,1426
"06260","Esteban Echeverría","6. Más de 3,00  personas por cuarto",1403,232
"06266","Exaltación de la Cruz","0. __tot__",11259,700
"06266","Exaltación de la Cruz","1. Hasta  0,50  personas por cuarto",3305,229
"06266","Exaltación de la Cruz","2. 0,51-0,99  personas por cuarto",2248,56
"06266","Exaltación de la Cruz","3. 1,00-1,49  personas por cuarto",3506,266
"06266","Exaltación de la Cruz","4. 1,50-1,99  personas por cuarto",932,40
"06266","Exaltación de la Cruz","5. 2,00-3,00  personas por cuarto",1123,96
"06266","Exaltación de la Cruz","6. Más de 3,00  personas por cuarto",145,13
"06270","Ezeiza","0. __tot__",44111,5142
"06270","Ezeiza","1. Hasta  0,50  personas por cuarto",9747,1399
"06270","Ezeiza","2. 0,51-0,99  personas por cuarto",7630,610
"06270","Ezeiza","3. 1,00-1,49  personas por cuarto",15060,1872
"06270","Ezeiza","4. 1,50-1,99  personas por cuarto",4952,384
"06270","Ezeiza","5. 2,00-3,00  personas por cuarto",5903,757
"06270","Ezeiza","6. Más de 3,00  personas por cuarto",819,120
"06274","Florencio Varela","0. __tot__",97953,8247
"06274","Florencio Varela","1. Hasta  0,50  personas por cuarto",19213,2216
"06274","Florencio Varela","2. 0,51-0,99  personas por cuarto",15217,977
"06274","Florencio Varela","3. 1,00-1,49  personas por cuarto",33165,2752
"06274","Florencio Varela","4. 1,50-1,99  personas por cuarto",12496,694
"06274","Florencio Varela","5. 2,00-3,00  personas por cuarto",15347,1363
"06274","Florencio Varela","6. Más de 3,00  personas por cuarto",2515,245
"06277","Florentino Ameghino","0. __tot__",3162,157
"06277","Florentino Ameghino","1. Hasta  0,50  personas por cuarto",1087,43
"06277","Florentino Ameghino","2. 0,51-0,99  personas por cuarto",641,10
"06277","Florentino Ameghino","3. 1,00-1,49  personas por cuarto",886,48
"06277","Florentino Ameghino","4. 1,50-1,99  personas por cuarto",272,7
"06277","Florentino Ameghino","5. 2,00-3,00  personas por cuarto",241,35
"06277","Florentino Ameghino","6. Más de 3,00  personas por cuarto",35,14
"06280","General Alvarado","0. __tot__",13400,1988
"06280","General Alvarado","1. Hasta  0,50  personas por cuarto",3975,742
"06280","General Alvarado","2. 0,51-0,99  personas por cuarto",2460,181
"06280","General Alvarado","3. 1,00-1,49  personas por cuarto",4104,693
"06280","General Alvarado","4. 1,50-1,99  personas por cuarto",1262,125
"06280","General Alvarado","5. 2,00-3,00  personas por cuarto",1395,229
"06280","General Alvarado","6. Más de 3,00  personas por cuarto",204,18
"06287","General Alvear","0. __tot__",3566,182
"06287","General Alvear","1. Hasta  0,50  personas por cuarto",1243,57
"06287","General Alvear","2. 0,51-0,99  personas por cuarto",646,14
"06287","General Alvear","3. 1,00-1,49  personas por cuarto",1007,72
"06287","General Alvear","4. 1,50-1,99  personas por cuarto",318,10
"06287","General Alvear","5. 2,00-3,00  personas por cuarto",322,28
"06287","General Alvear","6. Más de 3,00  personas por cuarto",30,1
"06294","General Arenales","0. __tot__",6010,88
"06294","General Arenales","1. Hasta  0,50  personas por cuarto",2344,30
"06294","General Arenales","2. 0,51-0,99  personas por cuarto",1235,4
"06294","General Arenales","3. 1,00-1,49  personas por cuarto",1635,31
"06294","General Arenales","4. 1,50-1,99  personas por cuarto",356,4
"06294","General Arenales","5. 2,00-3,00  personas por cuarto",408,18
"06294","General Arenales","6. Más de 3,00  personas por cuarto",32,1
"06301","General Belgrano","0. __tot__",6883,452
"06301","General Belgrano","1. Hasta  0,50  personas por cuarto",2367,154
"06301","General Belgrano","2. 0,51-0,99  personas por cuarto",1233,25
"06301","General Belgrano","3. 1,00-1,49  personas por cuarto",2078,149
"06301","General Belgrano","4. 1,50-1,99  personas por cuarto",529,32
"06301","General Belgrano","5. 2,00-3,00  personas por cuarto",601,75
"06301","General Belgrano","6. Más de 3,00  personas por cuarto",75,17
"06308","General Guido","0. __tot__",1047,16
"06308","General Guido","1. Hasta  0,50  personas por cuarto",365,3
"06308","General Guido","2. 0,51-0,99  personas por cuarto",145,0
"06308","General Guido","3. 1,00-1,49  personas por cuarto",303,9
"06308","General Guido","4. 1,50-1,99  personas por cuarto",97,0
"06308","General Guido","5. 2,00-3,00  personas por cuarto",124,4
"06308","General Guido","6. Más de 3,00  personas por cuarto",13,0
"06315","General Juan Madariaga","0. __tot__",6599,622
"06315","General Juan Madariaga","1. Hasta  0,50  personas por cuarto",2118,224
"06315","General Juan Madariaga","2. 0,51-0,99  personas por cuarto",1274,62
"06315","General Juan Madariaga","3. 1,00-1,49  personas por cuarto",1921,186
"06315","General Juan Madariaga","4. 1,50-1,99  personas por cuarto",588,39
"06315","General Juan Madariaga","5. 2,00-3,00  personas por cuarto",621,104
"06315","General Juan Madariaga","6. Más de 3,00  personas por cuarto",77,7
"06322","General La Madrid","0. __tot__",4248,118
"06322","General La Madrid","1. Hasta  0,50  personas por cuarto",1590,41
"06322","General La Madrid","2. 0,51-0,99  personas por cuarto",831,8
"06322","General La Madrid","3. 1,00-1,49  personas por cuarto",1141,40
"06322","General La Madrid","4. 1,50-1,99  personas por cuarto",298,8
"06322","General La Madrid","5. 2,00-3,00  personas por cuarto",356,18
"06322","General La Madrid","6. Más de 3,00  personas por cuarto",32,3
"06329","General Las Heras","0. __tot__",5074,415
"06329","General Las Heras","1. Hasta  0,50  personas por cuarto",1476,124
"06329","General Las Heras","2. 0,51-0,99  personas por cuarto",952,26
"06329","General Las Heras","3. 1,00-1,49  personas por cuarto",1552,159
"06329","General Las Heras","4. 1,50-1,99  personas por cuarto",461,29
"06329","General Las Heras","5. 2,00-3,00  personas por cuarto",556,61
"06329","General Las Heras","6. Más de 3,00  personas por cuarto",77,16
"06336","General Lavalle","0. __tot__",1414,28
"06336","General Lavalle","1. Hasta  0,50  personas por cuarto",377,5
"06336","General Lavalle","2. 0,51-0,99  personas por cuarto",216,1
"06336","General Lavalle","3. 1,00-1,49  personas por cuarto",466,9
"06336","General Lavalle","4. 1,50-1,99  personas por cuarto",138,1
"06336","General Lavalle","5. 2,00-3,00  personas por cuarto",194,10
"06336","General Lavalle","6. Más de 3,00  personas por cuarto",23,2
"06343","General Paz","0. __tot__",4394,286
"06343","General Paz","1. Hasta  0,50  personas por cuarto",1455,83
"06343","General Paz","2. 0,51-0,99  personas por cuarto",761,16
"06343","General Paz","3. 1,00-1,49  personas por cuarto",1293,100
"06343","General Paz","4. 1,50-1,99  personas por cuarto",412,16
"06343","General Paz","5. 2,00-3,00  personas por cuarto",422,58
"06343","General Paz","6. Más de 3,00  personas por cuarto",51,13
"06351","General Pinto","0. __tot__",4283,130
"06351","General Pinto","1. Hasta  0,50  personas por cuarto",1509,39
"06351","General Pinto","2. 0,51-0,99  personas por cuarto",778,5
"06351","General Pinto","3. 1,00-1,49  personas por cuarto",1159,44
"06351","General Pinto","4. 1,50-1,99  personas por cuarto",347,6
"06351","General Pinto","5. 2,00-3,00  personas por cuarto",432,26
"06351","General Pinto","6. Más de 3,00  personas por cuarto",58,10
"06357","General Pueyrredón","0. __tot__",166763,77559
"06357","General Pueyrredón","1. Hasta  0,50  personas por cuarto",49605,31161
"06357","General Pueyrredón","2. 0,51-0,99  personas por cuarto",34713,9866
"06357","General Pueyrredón","3. 1,00-1,49  personas por cuarto",52910,26910
"06357","General Pueyrredón","4. 1,50-1,99  personas por cuarto",13513,3402
"06357","General Pueyrredón","5. 2,00-3,00  personas por cuarto",14227,5692
"06357","General Pueyrredón","6. Más de 3,00  personas por cuarto",1795,528
"06364","General Rodríguez","0. __tot__",30789,2330
"06364","General Rodríguez","1. Hasta  0,50  personas por cuarto",7357,782
"06364","General Rodríguez","2. 0,51-0,99  personas por cuarto",5144,206
"06364","General Rodríguez","3. 1,00-1,49  personas por cuarto",10044,827
"06364","General Rodríguez","4. 1,50-1,99  personas por cuarto",3393,165
"06364","General Rodríguez","5. 2,00-3,00  personas por cuarto",4218,304
"06364","General Rodríguez","6. Más de 3,00  personas por cuarto",633,46
"06371","General San Martín","0. __tot__",109215,36147
"06371","General San Martín","1. Hasta  0,50  personas por cuarto",31301,11623
"06371","General San Martín","2. 0,51-0,99  personas por cuarto",21264,4307
"06371","General San Martín","3. 1,00-1,49  personas por cuarto",35281,13063
"06371","General San Martín","4. 1,50-1,99  personas por cuarto",9730,2690
"06371","General San Martín","5. 2,00-3,00  personas por cuarto",10305,3918
"06371","General San Martín","6. Más de 3,00  personas por cuarto",1334,546
"06385","General Viamonte","0. __tot__",6055,411
"06385","General Viamonte","1. Hasta  0,50  personas por cuarto",2081,100
"06385","General Viamonte","2. 0,51-0,99  personas por cuarto",1162,43
"06385","General Viamonte","3. 1,00-1,49  personas por cuarto",1609,123
"06385","General Viamonte","4. 1,50-1,99  personas por cuarto",524,26
"06385","General Viamonte","5. 2,00-3,00  personas por cuarto",558,72
"06385","General Viamonte","6. Más de 3,00  personas por cuarto",121,47
"06392","General Villegas","0. __tot__",10708,726
"06392","General Villegas","1. Hasta  0,50  personas por cuarto",3656,210
"06392","General Villegas","2. 0,51-0,99  personas por cuarto",1983,45
"06392","General Villegas","3. 1,00-1,49  personas por cuarto",2927,242
"06392","General Villegas","4. 1,50-1,99  personas por cuarto",824,36
"06392","General Villegas","5. 2,00-3,00  personas por cuarto",1134,158
"06392","General Villegas","6. Más de 3,00  personas por cuarto",184,35
"06399","Guaminí","0. __tot__",4360,125
"06399","Guaminí","1. Hasta  0,50  personas por cuarto",1788,29
"06399","Guaminí","2. 0,51-0,99  personas por cuarto",899,8
"06399","Guaminí","3. 1,00-1,49  personas por cuarto",1105,49
"06399","Guaminí","4. 1,50-1,99  personas por cuarto",277,11
"06399","Guaminí","5. 2,00-3,00  personas por cuarto",268,22
"06399","Guaminí","6. Más de 3,00  personas por cuarto",23,6
"06406","Hipólito Yrigoyen","0. __tot__",3470,104
"06406","Hipólito Yrigoyen","1. Hasta  0,50  personas por cuarto",1257,43
"06406","Hipólito Yrigoyen","2. 0,51-0,99  personas por cuarto",711,12
"06406","Hipólito Yrigoyen","3. 1,00-1,49  personas por cuarto",920,23
"06406","Hipólito Yrigoyen","4. 1,50-1,99  personas por cuarto",250,4
"06406","Hipólito Yrigoyen","5. 2,00-3,00  personas por cuarto",297,17
"06406","Hipólito Yrigoyen","6. Más de 3,00  personas por cuarto",35,5
"06408","Hurlingham","0. __tot__",49849,7087
"06408","Hurlingham","1. Hasta  0,50  personas por cuarto",14122,1823
"06408","Hurlingham","2. 0,51-0,99  personas por cuarto",10130,778
"06408","Hurlingham","3. 1,00-1,49  personas por cuarto",16117,2597
"06408","Hurlingham","4. 1,50-1,99  personas por cuarto",4440,647
"06408","Hurlingham","5. 2,00-3,00  personas por cuarto",4471,1104
"06408","Hurlingham","6. Más de 3,00  personas por cuarto",569,138
"06410","Ituzaingó","0. __tot__",51992,4868
"06410","Ituzaingó","1. Hasta  0,50  personas por cuarto",16001,1627
"06410","Ituzaingó","2. 0,51-0,99  personas por cuarto",12002,507
"06410","Ituzaingó","3. 1,00-1,49  personas por cuarto",16123,1767
"06410","Ituzaingó","4. 1,50-1,99  personas por cuarto",3863,321
"06410","Ituzaingó","5. 2,00-3,00  personas por cuarto",3605,587
"06410","Ituzaingó","6. Más de 3,00  personas por cuarto",398,59
"06412","José C. Paz","0. __tot__",65700,4479
"06412","José C. Paz","1. Hasta  0,50  personas por cuarto",13707,1026
"06412","José C. Paz","2. 0,51-0,99  personas por cuarto",10924,298
"06412","José C. Paz","3. 1,00-1,49  personas por cuarto",22115,1642
"06412","José C. Paz","4. 1,50-1,99  personas por cuarto",8098,420
"06412","José C. Paz","5. 2,00-3,00  personas por cuarto",9410,922
"06412","José C. Paz","6. Más de 3,00  personas por cuarto",1446,171
"06413","Junín","0. __tot__",30277,6191
"06413","Junín","1. Hasta  0,50  personas por cuarto",11135,2446
"06413","Junín","2. 0,51-0,99  personas por cuarto",6083,774
"06413","Junín","3. 1,00-1,49  personas por cuarto",8104,1990
"06413","Junín","4. 1,50-1,99  personas por cuarto",2178,278
"06413","Junín","5. 2,00-3,00  personas por cuarto",2504,640
"06413","Junín","6. Más de 3,00  personas por cuarto",273,63
"06420","La Costa","0. __tot__",26958,7681
"06420","La Costa","1. Hasta  0,50  personas por cuarto",7830,2465
"06420","La Costa","2. 0,51-0,99  personas por cuarto",4606,781
"06420","La Costa","3. 1,00-1,49  personas por cuarto",8508,2588
"06420","La Costa","4. 1,50-1,99  personas por cuarto",2420,555
"06420","La Costa","5. 2,00-3,00  personas por cuarto",3195,1097
"06420","La Costa","6. Más de 3,00  personas por cuarto",399,195
"06427","La Matanza","0. __tot__",373744,87396
"06427","La Matanza","1. Hasta  0,50  personas por cuarto",79855,25593
"06427","La Matanza","2. 0,51-0,99  personas por cuarto",63505,10693
"06427","La Matanza","3. 1,00-1,49  personas por cuarto",130347,31424
"06427","La Matanza","4. 1,50-1,99  personas por cuarto",44709,7779
"06427","La Matanza","5. 2,00-3,00  personas por cuarto",48444,10534
"06427","La Matanza","6. Más de 3,00  personas por cuarto",6884,1373
"06434","Lanús","0. __tot__",115664,36240
"06434","Lanús","1. Hasta  0,50  personas por cuarto",34136,12969
"06434","Lanús","2. 0,51-0,99  personas por cuarto",23393,5029
"06434","Lanús","3. 1,00-1,49  personas por cuarto",37428,12603
"06434","Lanús","4. 1,50-1,99  personas por cuarto",9603,2406
"06434","Lanús","5. 2,00-3,00  personas por cuarto",9868,2923
"06434","Lanús","6. Más de 3,00  personas por cuarto",1236,310
"06441","La Plata","0. __tot__",178051,85426
"06441","La Plata","1. Hasta  0,50  personas por cuarto",62050,39241
"06441","La Plata","2. 0,51-0,99  personas por cuarto",39463,11046
"06441","La Plata","3. 1,00-1,49  personas por cuarto",50484,27032
"06441","La Plata","4. 1,50-1,99  personas por cuarto",12160,2833
"06441","La Plata","5. 2,00-3,00  personas por cuarto",12500,4913
"06441","La Plata","6. Más de 3,00  personas por cuarto",1394,361
"06448","Laprida","0. __tot__",4084,218
"06448","Laprida","1. Hasta  0,50  personas por cuarto",1399,86
"06448","Laprida","2. 0,51-0,99  personas por cuarto",732,25
"06448","Laprida","3. 1,00-1,49  personas por cuarto",1141,68
"06448","Laprida","4. 1,50-1,99  personas por cuarto",352,9
"06448","Laprida","5. 2,00-3,00  personas por cuarto",430,28
"06448","Laprida","6. Más de 3,00  personas por cuarto",30,2
"06455","Las Flores","0. __tot__",9011,478
"06455","Las Flores","1. Hasta  0,50  personas por cuarto",3185,121
"06455","Las Flores","2. 0,51-0,99  personas por cuarto",1566,41
"06455","Las Flores","3. 1,00-1,49  personas por cuarto",2510,158
"06455","Las Flores","4. 1,50-1,99  personas por cuarto",823,41
"06455","Las Flores","5. 2,00-3,00  personas por cuarto",824,101
"06455","Las Flores","6. Más de 3,00  personas por cuarto",103,16
"06462","Leandro N. Alem","0. __tot__",5950,190
"06462","Leandro N. Alem","1. Hasta  0,50  personas por cuarto",2186,56
"06462","Leandro N. Alem","2. 0,51-0,99  personas por cuarto",1061,12
"06462","Leandro N. Alem","3. 1,00-1,49  personas por cuarto",1622,67
"06462","Leandro N. Alem","4. 1,50-1,99  personas por cuarto",512,6
"06462","Leandro N. Alem","5. 2,00-3,00  personas por cuarto",517,45
"06462","Leandro N. Alem","6. Más de 3,00  personas por cuarto",52,4
"06466","Lezama","0. __tot__",2173,109
"06466","Lezama","1. Hasta  0,50  personas por cuarto",749,26
"06466","Lezama","2. 0,51-0,99  personas por cuarto",425,10
"06466","Lezama","3. 1,00-1,49  personas por cuarto",644,51
"06466","Lezama","4. 1,50-1,99  personas por cuarto",171,8
"06466","Lezama","5. 2,00-3,00  personas por cuarto",174,11
"06466","Lezama","6. Más de 3,00  personas por cuarto",10,3
"06469","Lincoln","0. __tot__",14959,1600
"06469","Lincoln","1. Hasta  0,50  personas por cuarto",5397,497
"06469","Lincoln","2. 0,51-0,99  personas por cuarto",2788,137
"06469","Lincoln","3. 1,00-1,49  personas por cuarto",4166,577
"06469","Lincoln","4. 1,50-1,99  personas por cuarto",1220,91
"06469","Lincoln","5. 2,00-3,00  personas por cuarto",1249,259
